STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hhtyp,Type of household,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NL,Netherlands,2019,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NL,Netherlands,2020,,98.71,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NL,Netherlands,2021,,99.21,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NL,Netherlands,2022,,98.88,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NL,Netherlands,2023,,99.31,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NL,Netherlands,2024,,99.50,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NL,Netherlands,2025,,99.67,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2016,,99.70,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2017,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2018,,99.54,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2019,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2020,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2021,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2022,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2023,,98.93,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2024,,99.46,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,NO,Norway,2025,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2016,,98.36,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2017,,99.13,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2018,,99.17,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2019,,99.50,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2020,,99.55,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2021,,99.67,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2022,,99.86,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2023,,99.77,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2024,,99.92,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PL,Poland,2025,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2016,,96.20,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2017,,96.14,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2018,,96.30,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2019,,96.64,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2020,,98.34,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2021,,98.60,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2022,,99.70,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2023,,98.79,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2024,,99.59,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,PT,Portugal,2025,,99.09,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2016,,88.09,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2017,,91.05,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2018,,92.07,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2019,,94.10,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2020,,96.67,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2021,,99.14,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2022,,96.01,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2023,,99.05,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2024,,98.84,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RO,Romania,2025,,98.83,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2017,,95.13,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2018,,92.77,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2019,,96.77,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2020,,97.95,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2021,,97.76,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2022,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2023,,98.89,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2024,,98.96,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,RS,Serbia,2025,,98.69,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2016,,97.77,,b,break in time series,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2017,,97.73,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2018,,98.76,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2019,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2020,,99.04,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2021,,96.99,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2022,,98.43,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2023,,99.22,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2024,,98.16,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SE,Sweden,2025,,99.93,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2016,,97.66,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2017,,98.65,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2018,,98.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2019,,98.35,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2020,,98.33,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2021,,97.87,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2022,,99.57,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2023,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2024,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SI,Slovenia,2025,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2016,,95.69,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2017,,97.02,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2018,,97.29,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2019,,97.60,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2020,,90.73,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2021,,97.13,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2022,,98.89,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2023,,98.50,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2024,,99.41,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,SK,Slovakia,2025,,98.93,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,TR,Türkiye,2020,,97.89,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,TR,Türkiye,2021,,99.30,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,TR,Türkiye,2022,,99.30,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,TR,Türkiye,2023,,99.54,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,TR,Türkiye,2024,,99.69,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,TR,Türkiye,2025,,99.78,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,UK,United Kingdom,2016,,99.53,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,UK,United Kingdom,2017,,99.25,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,UK,United Kingdom,2018,,99.81,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,UK,United Kingdom,2019,,99.63,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,UK,United Kingdom,2020,,99.86,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,XK,Kosovo*,2017,,84.71,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,XK,Kosovo*,2018,,87.28,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,XK,Kosovo*,2019,,89.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,XK,Kosovo*,2020,,95.70,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A2_DCH,Two adults with dependent children,XK,Kosovo*,2024,,99.74,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AL,Albania,2018,,83.64,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AL,Albania,2019,,85.45,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AL,Albania,2020,,87.15,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AL,Albania,2021,,90.87,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AL,Albania,2022,,98.44,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AL,Albania,2023,,97.72,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AL,Albania,2024,,98.15,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2016,,85.09,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2017,,88.79,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2018,,88.78,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2019,,89.91,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2020,,90.40,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2021,,95.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2022,,93.15,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2023,,94.98,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2024,,94.96,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,AT,Austria,2025,,95.45,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BA,Bosnia and Herzegovina,2018,,69.19,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BA,Bosnia and Herzegovina,2019,,72.03,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BA,Bosnia and Herzegovina,2020,,72.84,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BA,Bosnia and Herzegovina,2021,,75.49,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BA,Bosnia and Herzegovina,2023,,81.55,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BA,Bosnia and Herzegovina,2024,,84.19,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BA,Bosnia and Herzegovina,2025,,88.22,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2016,,84.79,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2017,,85.97,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2018,,87.27,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2019,,89.73,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2020,,90.86,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2021,,91.97,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2022,,94.44,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2023,,94.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2024,,94.62,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BE,Belgium,2025,,94.68,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2016,,63.54,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2017,,67.33,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2018,,72.13,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2019,,75.07,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2020,,78.85,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2021,,83.53,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2022,,87.31,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2023,,88.50,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2024,,92.12,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,BG,Bulgaria,2025,,92.82,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,CH,Switzerland,2017,,93.06,,b,break in time series,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,CH,Switzerland,2019,,95.51,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,CH,Switzerland,2021,,98.67,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,TOTAL,Total,CH,Switzerland,2023,,99.66,,,,,
